epoch,train_loss,val_loss,train_acc,val_acc
1,4.543142801342588,4.412481519911024,2.245291554560823,4.122222222222222
2,4.413752581856468,4.273020121786329,4.03342936736589,5.877777777777778
3,4.283576260191022,4.2743524180518255,6.0620490964070575,6.6
4,4.15132204691569,4.041434433725145,8.433534131765041,10.844444444444445
5,4.04943846355785,4.00483195649253,10.51929807852568,11.244444444444444
6,3.953042329441417,3.7155740989579096,12.262196718969498,17.511111111111113
7,3.881252911596587,3.6680249439345465,13.869377842329579,18.555555555555557
8,3.8155430707064544,3.646931654877133,15.181313840805734,18.877777777777776
9,3.7418516737042053,3.50897126727634,16.893259363318176,22.2
10,3.6847752701152454,3.4851497213045755,18.21710040715255,22.533333333333335
11,3.6378959496816,3.462876465585497,19.193314126526822,23.033333333333335
12,3.584096472191088,3.3758780823813543,20.588585442510535,24.68888888888889
13,3.542798052412091,3.4642374912897744,21.298126145860614,23.08888888888889
14,3.4999507600610906,3.3129478229416742,22.33862711016929,27.255555555555556
15,3.455737355261138,3.217144787311554,23.495797518988546,29.8
16,3.4179007920351894,3.1937421957651773,24.68154003666754,29.68888888888889
17,3.3970984747915556,3.170392009947035,25.319650467868282,30.655555555555555
18,3.351734493718003,3.1686159902148776,26.19109978809019,30.31111111111111
19,3.326048080848925,3.142094956503974,26.817305173932713,31.4
20,3.2951645041957045,3.1184828413857355,27.841139074739875,32.4
21,3.2615464080463754,3.081216355164846,28.703064358675206,33.28888888888889
22,3.2380851890101576,3.05733225080702,29.079263791995047,33.644444444444446
23,3.2059036197084367,3.030640847153134,30.23405319174266,34.94444444444444
24,3.1811014074267763,3.0556744668218823,30.824543441510514,34.62222222222222
25,3.1595429839509905,3.0447867777612476,31.629324507726373,34.94444444444444
26,3.1307603084679805,3.0444083015124,32.005523941046214,34.577777777777776
27,3.106379176631118,2.965442544884152,32.53410795495131,36.36666666666667
28,3.09466446240743,2.9959031211005316,33.00554775113693,36.266666666666666
29,3.0690862612290815,2.949782689412435,33.62222910069288,37.17777777777778
30,3.044254526947484,2.9386070569356284,34.50796447534465,37.477777777777774
31,3.026133343667695,2.9186998340818615,34.98416628967357,38.74444444444445
32,2.9944929758707683,2.9287027054362826,35.76989928331627,37.86666666666667
33,2.9722513661240084,2.9130714734395347,35.95561799090454,37.98888888888889
34,2.9561842889496774,2.8725516067610846,36.67706373961285,38.62222222222222
35,2.9423145828825055,2.8927780522240534,37.31279316174194,38.333333333333336
