epoch,train_loss,val_loss,train_acc,val_acc
1,10.50533420678341,0.0,0.0,2.1333333333333333
2,10.260889758485737,0.0,0.0,1.9666666666666666
3,9.810471690784802,0.0,0.0,2.3555555555555556
4,9.358215748180042,0.0,0.0,2.422222222222222
5,8.967314084370932,0.0,0.0,2.033333333333333
6,8.639649691726222,0.0,0.0,2.6555555555555554
7,8.349843152364095,0.0,0.0,2.6666666666666665
8,8.106916803302187,0.0,0.0,2.6222222222222222
9,7.934342231172504,0.0,0.0,3.1444444444444444
10,7.772940563433098,0.0,0.0,3.2111111111111112
11,7.6332012465505885,0.0,0.0,3.033333333333333
12,7.496128322138931,0.0,0.0,3.5444444444444443
13,7.368199536294648,0.0,0.0,3.7444444444444445
14,7.256984069130637,0.0,0.0,3.8777777777777778
15,7.139646177580862,0.0,0.0,4.133333333333334
16,7.01354058005593,0.0,0.0,3.8333333333333335
17,6.875780134490042,0.0,0.0,4.144444444444445
18,6.784755692337498,0.0,0.0,4.122222222222222
19,6.674134907577977,0.0,0.0,4.388888888888889
20,6.5909313375299625,0.0,0.0,4.2
21,6.487330769047593,0.0,0.0,5.155555555555556
22,6.412421269850298,0.0,0.0,4.988888888888889
23,6.327200311602968,0.0,0.0,4.966666666666667
24,6.2493286768595375,0.0,0.0,5.366666666666666
25,6.189939490231601,0.0,0.0,5.355555555555555
26,6.123282091545336,0.0,0.0,5.644444444444445
27,6.051102661364006,0.0,0.0,5.866666666666666
28,5.9865369160970054,0.0,0.0,6.522222222222222
29,5.906130302313603,0.0,0.0,6.288888888888889
30,5.830928692673192,0.0,0.0,5.988888888888889
31,5.7755045023831455,0.0,0.0,6.4
32,5.7041640223878805,0.0,0.0,6.777777777777778
33,5.642194837512392,0.0,0.0,6.522222222222222
34,5.5897371927897135,0.0,0.0,6.966666666666667
35,5.551464968016654,0.0,0.0,6.833333333333333
36,5.5029231129270615,0.0,0.0,7.666666666666667
37,5.446685120553681,0.0,0.0,7.777777777777778
38,5.405009266824433,0.0,0.0,7.544444444444444
39,5.356109081615101,0.0,0.0,7.877777777777778
40,5.316896658232718,0.0,0.0,8.444444444444445
41,5.273339317784165,0.0,0.0,8.233333333333333
42,5.241688644524777,0.0,0.0,8.433333333333334
43,5.194271784117728,0.0,0.0,8.4
44,5.171987848570852,0.0,0.0,8.033333333333333
45,5.113522601850105,0.0,0.0,8.811111111111112
46,5.076667141191887,0.0,0.0,8.533333333333333
47,5.03809676025853,0.0,0.0,8.944444444444445
48,5.005471067717581,0.0,0.0,9.366666666666667
49,4.972642424612334,0.0,0.0,9.2
50,4.944968888253877,0.0,0.0,9.255555555555556
51,4.903905151829575,0.0,0.0,9.488888888888889
52,4.864837062720096,0.0,0.0,9.38888888888889
53,4.832587710293857,0.0,0.0,9.355555555555556
54,4.798898367448286,0.0,0.0,9.244444444444444
55,4.774714102889552,0.0,0.0,9.655555555555555
56,4.7513274279507725,0.0,0.0,9.977777777777778
57,4.7217515540845465,0.0,0.0,10.21111111111111
58,4.687870791464141,0.0,0.0,10.088888888888889
59,4.662045782262629,0.0,0.0,10.38888888888889
60,4.633873199694085,0.0,0.0,10.677777777777777
61,4.619637960376162,0.0,0.0,10.466666666666667
62,4.587369444876006,0.0,0.0,10.955555555555556
63,4.5629383780739525,0.0,0.0,10.622222222222222
64,4.530001859953909,0.0,0.0,10.755555555555556
65,4.521190605741559,0.0,0.0,10.422222222222222
66,4.505027782555782,0.0,0.0,11.422222222222222
67,4.483052534045595,0.0,0.0,11.233333333333333
68,4.453134045456395,0.0,0.0,11.544444444444444
69,4.437173253839666,0.0,0.0,11.733333333333333
70,4.419863267378374,0.0,0.0,11.811111111111112
71,4.397805667646003,0.0,0.0,12.255555555555556
72,4.389979566227306,0.0,0.0,12.066666666666666
73,4.359723085345644,0.0,0.0,11.977777777777778
74,4.33844984516953,0.0,0.0,12.122222222222222
75,4.32382244052309,0.0,0.0,12.166666666666666
76,4.3041874914458305,0.0,0.0,11.666666666666666
77,4.301891289335309,0.0,0.0,12.244444444444444
78,4.273606303243926,0.0,0.0,12.277777777777779
79,4.271484403899222,0.0,0.0,12.411111111111111
80,4.253220444014578,0.0,0.0,12.877777777777778
81,4.2369244055314494,0.0,0.0,12.544444444444444
82,4.2278248064445725,0.0,0.0,12.911111111111111
83,4.20281947742809,0.0,0.0,12.933333333333334
84,4.1971507086898345,0.0,0.0,12.6
85,4.200679923548843,0.0,0.0,12.466666666666667
86,4.1810725804531215,0.0,0.0,12.566666666666666
87,4.165223847013531,0.0,0.0,13.166666666666666
88,4.156845754565615,0.0,0.0,12.733333333333333
89,4.136078811414314,0.0,0.0,12.855555555555556
90,4.135350184007124,0.0,0.0,12.577777777777778
91,4.113914278781775,0.0,0.0,13.28888888888889
92,4.108438967213486,0.0,0.0,13.28888888888889
93,4.106101080865571,0.0,0.0,13.488888888888889
94,4.095926443735759,0.0,0.0,13.533333333333333
