epoch,train_loss,val_loss,train_acc,val_acc
1,10.549042331811153,0.0,0.0,1.1222222222222222
2,10.45653766863274,0.0,0.0,1.6
3,10.226807750355114,0.0,0.0,1.9333333333333333
4,9.977388075626259,0.0,0.0,1.7777777777777777
5,9.767505079327208,0.0,0.0,2.4555555555555557
6,9.572100044019294,0.0,0.0,2.188888888888889
7,9.380008853565563,0.0,0.0,2.888888888888889
8,9.189605354540276,0.0,0.0,2.6555555555555554
9,8.977830511150938,0.0,0.0,3.0444444444444443
10,8.80342522245465,0.0,0.0,3.4555555555555557
11,8.613934135437011,0.0,0.0,2.9555555555555557
12,8.41219583569151,0.0,0.0,3.922222222222222
13,8.213112978501753,0.0,0.0,3.977777777777778
14,8.027333490776293,0.0,0.0,4.166666666666667
15,7.85665854251746,0.0,0.0,4.155555555555556
16,7.695439676804976,0.0,0.0,4.333333333333333
17,7.5639858505942605,0.0,0.0,4.655555555555556
18,7.4218807249358205,0.0,0.0,5.333333333333333
19,7.313635115189986,0.0,0.0,5.055555555555555
20,7.246289917916963,0.0,0.0,5.555555555555555
21,7.139813969352028,0.0,0.0,5.455555555555556
22,7.0880177786855985,0.0,0.0,5.688888888888889
23,7.01656805674235,0.0,0.0,5.911111111111111
24,6.948892711870598,0.0,0.0,5.522222222222222
25,6.872337751677542,0.0,0.0,6.511111111111111
26,6.819186768387303,0.0,0.0,6.688888888888889
27,6.7618027051289875,0.0,0.0,6.377777777777778
28,6.704660323171905,0.0,0.0,7.111111111111111
29,6.64222594463464,0.0,0.0,6.977777777777778
30,6.585555888667251,0.0,0.0,6.933333333333334
31,6.537759321386164,0.0,0.0,7.633333333333334
32,6.484877543015913,0.0,0.0,7.788888888888889
33,6.436014825647527,0.0,0.0,7.866666666666666
34,6.392621398694588,0.0,0.0,8.7
35,6.355165831247965,0.0,0.0,8.28888888888889
36,6.306627568331632,0.0,0.0,8.377777777777778
37,6.240486081441244,0.0,0.0,9.655555555555555
38,6.219607075777921,0.0,0.0,9.144444444444444
39,6.16273897633408,0.0,0.0,8.677777777777777
40,6.124378056959673,0.0,0.0,9.466666666666667
41,6.072379635319566,0.0,0.0,9.977777777777778
42,6.030999819437663,0.0,0.0,10.155555555555555
43,6.00449490402684,0.0,0.0,9.922222222222222
44,5.964192711223255,0.0,0.0,10.7
45,5.919836656975024,0.0,0.0,10.755555555555556
46,5.867421106858687,0.0,0.0,10.4
47,5.831690068678422,0.0,0.0,11.411111111111111
48,5.789212180628921,0.0,0.0,10.88888888888889
49,5.751869664047703,0.0,0.0,11.666666666666666
50,5.7305812228809705,0.0,0.0,11.577777777777778
51,5.694355430025043,0.0,0.0,11.277777777777779
52,5.664579712260853,0.0,0.0,12.377777777777778
53,5.643490901137843,0.0,0.0,12.955555555555556
54,5.607656239018295,0.0,0.0,12.544444444444444
55,5.576932378248735,0.0,0.0,12.8
56,5.533929741021359,0.0,0.0,12.911111111111111
57,5.524145074324174,0.0,0.0,13.11111111111111
58,5.476290526534572,0.0,0.0,13.78888888888889
59,5.46517588297526,0.0,0.0,13.688888888888888
60,5.4534004471518776,0.0,0.0,14.322222222222223
61,5.428540481220592,0.0,0.0,13.455555555555556
62,5.396220796758478,0.0,0.0,14.155555555555555
63,5.380893461632006,0.0,0.0,14.177777777777777
64,5.361109112248276,0.0,0.0,14.88888888888889
65,5.336216123176343,0.0,0.0,14.666666666666666
66,5.315564343423555,0.0,0.0,14.8
67,5.311638262777618,0.0,0.0,15.0
68,5.280755337801847,0.0,0.0,15.233333333333333
69,5.262984622608531,0.0,0.0,15.4
70,5.241208885655259,0.0,0.0,15.644444444444444
71,5.235353273333925,0.0,0.0,15.566666666666666
72,5.20739535707416,0.0,0.0,16.3
73,5.183541612914114,0.0,0.0,16.266666666666666
74,5.180689490925182,0.0,0.0,14.944444444444445
75,5.161219822276722,0.0,0.0,16.6
76,5.142662317102606,0.0,0.0,16.68888888888889
77,5.12619470538515,0.0,0.0,15.811111111111112
78,5.1010882868911285,0.0,0.0,16.444444444444443
79,5.097682080124364,0.0,0.0,16.733333333333334
80,5.079232137853449,0.0,0.0,17.2
81,5.075533268668435,0.0,0.0,16.8
82,5.04943456360788,0.0,0.0,17.4
83,5.040704943917015,0.0,0.0,17.6
84,5.017631889112068,0.0,0.0,17.8
85,5.0101688413908985,0.0,0.0,17.266666666666666
86,5.00087042721835,0.0,0.0,17.1
87,4.983153357650295,0.0,0.0,18.066666666666666
88,4.981390577374083,0.0,0.0,17.944444444444443
89,4.954601157795299,0.0,0.0,17.322222222222223
90,4.943645020687219,0.0,0.0,18.233333333333334
91,4.934289651928526,0.0,0.0,17.38888888888889
