epoch,train_loss,val_loss,train_acc,val_acc
1,4.597529151222923,4.55312705039978,1.209552608395438,2.1666666666666665
2,4.537218862591367,4.469979749785529,2.185766327769709,2.9444444444444446
3,4.493122725053267,4.443802197774251,2.904831067406367,4.088888888888889
4,4.422384276534572,4.430631187227037,3.9858091859329985,4.7555555555555555
5,4.346843788840554,4.3500787946912975,5.0096430867401605,5.444444444444445
6,4.265203366135106,4.1575501627392235,6.719207600180956,8.71111111111111
7,4.1904597137913555,4.285928116904365,8.08352579823329,8.488888888888889
8,4.119111081325647,3.906860543621911,9.624038667587323,14.4
9,4.036867786176277,3.9837598866886563,11.08835924664873,12.744444444444444
10,3.9584878964857624,3.8758444057570562,12.766970642158146,13.88888888888889
11,3.8946331920045796,3.649015234576331,14.097954713207457,19.333333333333332
12,3.8183951059977215,3.625297394063738,15.52417914712255,20.366666666666667
13,3.7800482605442856,3.691019700633155,16.493249839281887,18.866666666666667
14,3.7198596477508543,3.5584736598862543,17.89804519155218,21.88888888888889
15,3.669548866965554,3.4734219445122614,19.143312936022287,23.377777777777776
16,3.6260138858448374,3.3257177935706244,19.964761065739662,27.133333333333333
17,3.568842562762174,3.4024711516168384,21.35288935450844,25.866666666666667
18,3.528860805973862,3.4750828279389276,22.179099502369105,25.866666666666667
19,3.4880573012612084,3.341040313243866,23.07435891330746,27.155555555555555
20,3.4604736718264495,3.2286042637295194,23.683897235648466,29.644444444444446
21,3.4167674324729225,3.184075309170617,25.09821662420534,30.877777777777776
22,3.3669155337593772,3.2127612034479776,26.295864187242554,30.8
23,3.339999297170928,3.248144441180759,26.7792090287864,29.22222222222222
24,3.3039395476832536,3.0808488925298056,27.826853020310008,33.86666666666667
25,3.286702093933568,3.1774892475869922,28.326864925355366,31.644444444444446
26,3.099027484836,2.8757854766315885,33.23412462201481,39.611111111111114
27,3.032308416655569,2.8554364177915783,34.90321198123765,39.72222222222222
28,3.010086030671091,2.8603951467408075,35.46036810400248,39.74444444444445
29,2.9868519667423135,2.8316607740190296,36.18657587085407,40.36666666666667
30,2.975790333025383,2.815472145875295,36.43658182337675,40.888888888888886
31,2.954043227976019,2.8175621893670826,36.94849877378033,40.62222222222222
32,2.9447262084845343,2.809803479247623,37.3104121526703,41.25555555555555
33,2.9158734422741515,2.80193993780348,38.17948046382057,41.833333333333336
34,2.9052743203712232,2.79958532916175,38.36996118955213,41.75555555555555
35,2.8882116722338127,2.772515846623315,38.78425676801829,42.15555555555556
36,2.873114757826834,2.7721807758013406,39.3033167456368,42.43333333333333
37,2.868653904307972,2.7614117662111917,39.20331436462773,42.355555555555554
38,2.857294429432262,2.7514065901438394,39.40093811757423,42.55555555555556
39,2.833237377802531,2.81314390235477,40.5057263268173,40.86666666666667
40,2.8392471067833176,2.7408710519472756,40.405723945808234,43.01111111111111
41,2.8104184035098916,2.743035283353594,41.158122812447914,42.888888888888886
42,2.7888302022760563,2.778698318534427,41.65575370842163,42.15555555555556
43,2.7952134262431754,2.7307192285855613,41.334317483749615,43.32222222222222
44,2.770301613663182,2.7926702300707498,42.12243148646397,41.93333333333333
45,2.752850882212321,2.721949663427141,42.82006714445582,43.21111111111111
46,2.7542712356104997,2.714858247174157,42.703397699945235,43.86666666666667
47,2.7302989251685865,2.7164044645097523,42.87483035310365,43.6
48,2.7307015375657513,2.703751736217075,43.448653539369985,43.86666666666667
49,2.713382508537986,2.7390500439537897,43.85818709969285,42.577777777777776
50,2.707218040119518,2.6885921359062195,43.677230410247866,44.266666666666666
51,2.625525119087913,2.6536057922575207,46.16300388104479,44.9
52,2.6126173770788945,2.650768538316091,46.65825376794685,45.422222222222224
53,2.610482597351074,2.6460929910341897,46.94159384747256,45.36666666666667
54,2.59666784026406,2.647511508729723,47.26303007214457,45.46666666666667
55,2.5853743235270183,2.6414305766423545,47.60589537846139,45.71111111111111
56,2.573149961413759,2.639499412642585,48.015428938784254,45.5
