area,specimen_id,unit_count,filename
VISrl,716813543,27,data/VISrl_716813543_responses.npy
VISrl,723627604,38,data/VISrl_723627604_responses.npy
VISrl,732548380,33,data/VISrl_732548380_responses.npy
VISrl,738651054,27,data/VISrl_738651054_responses.npy
VISrl,742602892,28,data/VISrl_742602892_responses.npy
VISrl,742714475,98,data/VISrl_742714475_responses.npy
VISrl,744915204,48,data/VISrl_744915204_responses.npy
