area,specimen_id,unit_count,filename
VISl,716813543,24,data/VISl_716813543_responses.npy
VISl,723627604,24,data/VISl_723627604_responses.npy
VISl,739783171,44,data/VISl_739783171_responses.npy
VISl,745276236,29,data/VISl_745276236_responses.npy
VISl,772616823,19,data/VISl_772616823_responses.npy
VISl,775876828,22,data/VISl_775876828_responses.npy
