,layer,area,specimen_id,score
155,relu4,VISrl,744915204,0.17379970593930183
156,pool5,VISal,735109609,0.3809977060415348
157,pool5,VISal,738651054,0.33165500512452856
158,pool5,VISal,739783171,0.3900010030495699
159,pool5,VISal,742714475,0.37153596544965606
160,pool5,VISal,757329624,0.36537936927074266
161,pool5,VISal,775876828,0.27553716378970144
162,pool5,VISam,730756780,0.42746467820857637
163,pool5,VISam,734865738,0.34697135951781605
164,pool5,VISam,738651054,0.3212604398401943
165,pool5,VISam,739783171,0.38281955113932664
166,pool5,VISam,742602892,0.38659390338444855
167,pool5,VISam,744915204,0.27997404349118993
168,pool5,VISam,775876828,0.2989968306964089
169,pool5,VISl,716813543,0.3107210668455335
170,pool5,VISl,723627604,0.2782148283480842
171,pool5,VISl,739783171,0.29584031430718405
172,pool5,VISl,745276236,0.4485866018135975
173,pool5,VISl,772616823,0.3054771500751533
174,pool5,VISl,775876828,0.3876013444196801
175,pool5,VISp,717038288,0.34292174408697396
176,pool5,VISp,719828690,0.3304378614937676
177,pool5,VISp,730756780,0.31977608059958773
178,pool5,VISp,738651054,0.2249733573392633
179,pool5,VISp,739783171,0.34067572491908704
180,pool5,VISp,742602892,0.39418090400719163
181,pool5,VISp,744915204,0.32338866940746536
182,pool5,VISp,772616823,0.3611932374950392
183,pool5,VISpm,726170935,0.33008172946580583
184,pool5,VISpm,734865738,0.38447362025726256
185,pool5,VISpm,738651054,0.3432535975188018
186,pool5,VISpm,739783171,0.38595041445199696
187,pool5,VISpm,742714475,0.36239666963167927
188,pool5,VISrl,716813543,0.3485628172981792
189,pool5,VISrl,723627604,0.3811098990008146
190,pool5,VISrl,732548380,0.35074567361803555
191,pool5,VISrl,738651054,0.4654374375714786
192,pool5,VISrl,742602892,0.4740564166858489
193,pool5,VISrl,742714475,0.4382576222648542
194,pool5,VISrl,744915204,0.18029944008484558
195,fc6_relu,VISal,735109609,0.3925224061904532
196,fc6_relu,VISal,738651054,0.31514239944610567
197,fc6_relu,VISal,739783171,0.39753044003315685
198,fc6_relu,VISal,742714475,0.3703351462880238
199,fc6_relu,VISal,757329624,0.370766993748842
200,fc6_relu,VISal,775876828,0.2845290944937193
201,fc6_relu,VISam,730756780,0.41117605000329877
