,layer,area,specimen_id,score
74,pool2,VISrl,738651054,0.4610287888512602
75,pool2,VISrl,742602892,0.4994200923384218
76,pool2,VISrl,742714475,0.4634462368199873
77,pool2,VISrl,744915204,0.16378519557255056
78,relu3,VISal,735109609,0.36621522155435315
79,relu3,VISal,738651054,0.32293815517439467
80,relu3,VISal,739783171,0.34362326603509147
81,relu3,VISal,742714475,0.344090111863191
82,relu3,VISal,757329624,0.3508472736194348
83,relu3,VISal,775876828,0.2609660869634577
84,relu3,VISam,730756780,0.4089695829634363
85,relu3,VISam,734865738,0.29936659563040324
86,relu3,VISam,738651054,0.30942523193104665
87,relu3,VISam,739783171,0.35270827662848125
88,relu3,VISam,742602892,0.37967588502121485
89,relu3,VISam,744915204,0.2745080226553557
90,relu3,VISam,775876828,0.2787275416507933
91,relu3,VISl,716813543,0.3077914741746801
92,relu3,VISl,723627604,0.2523548033279426
93,relu3,VISl,739783171,0.2964107002995464
94,relu3,VISl,745276236,0.44061570891863566
95,relu3,VISl,772616823,0.2515720082381665
96,relu3,VISl,775876828,0.29884664049603804
97,relu3,VISp,717038288,0.2664042520345905
98,relu3,VISp,719828690,0.299199041598071
99,relu3,VISp,730756780,0.34132054027368575
100,relu3,VISp,738651054,0.2563083668615696
101,relu3,VISp,739783171,0.36020254370627913
102,relu3,VISp,742602892,0.3505621034215107
103,relu3,VISp,744915204,0.31413047691459584
104,relu3,VISp,772616823,0.33206750655566203
105,relu3,VISpm,726170935,0.31613834948070096
106,relu3,VISpm,734865738,0.3504119905164299
107,relu3,VISpm,738651054,0.3310938718860779
108,relu3,VISpm,739783171,0.3434893225061981
109,relu3,VISpm,742714475,0.3555673799793563
110,relu3,VISrl,716813543,0.3402972152578452
111,relu3,VISrl,723627604,0.40861199766833733
112,relu3,VISrl,732548380,0.3206140950272284
113,relu3,VISrl,738651054,0.4483671349225011
114,relu3,VISrl,742602892,0.5040913545018402
115,relu3,VISrl,742714475,0.46746727968454144
116,relu3,VISrl,744915204,0.1644344669218935
117,relu4,VISal,735109609,0.36801186515846607
118,relu4,VISal,738651054,0.33007667602886215
119,relu4,VISal,739783171,0.3526916859845568
120,relu4,VISal,742714475,0.3377966818077781
