epoch,train_loss,val_loss,train_acc,val_acc
1,10.505231961337003,0.0,0.0,2.1222222222222222
2,10.261123651446718,0.0,0.0,2.033333333333333
3,9.804400657885003,0.0,0.0,1.988888888888889
4,9.349382111520478,0.0,0.0,2.111111111111111
5,8.959376456520774,0.0,0.0,2.3777777777777778
6,8.63775648059267,0.0,0.0,2.2888888888888888
7,8.350322191642993,0.0,0.0,2.511111111111111
8,8.107594406243527,0.0,0.0,2.8777777777777778
9,7.938009322773326,0.0,0.0,2.966666666666667
10,7.7701133612430455,0.0,0.0,3.2888888888888888
11,7.631384852438262,0.0,0.0,3.2444444444444445
12,7.494867064736106,0.0,0.0,3.4
13,7.372366428375244,0.0,0.0,3.6555555555555554
14,7.265550162575462,0.0,0.0,3.8333333333333335
15,7.145240893508449,0.0,0.0,3.9
16,7.018467553456625,0.0,0.0,3.977777777777778
17,6.888106820077607,0.0,0.0,4.133333333333334
18,6.791446350560044,0.0,0.0,4.122222222222222
19,6.688257240526604,0.0,0.0,4.533333333333333
20,6.599288137031324,0.0,0.0,4.6
21,6.490836802395907,0.0,0.0,5.033333333333333
22,6.415332406939882,0.0,0.0,5.155555555555556
23,6.327209307930686,0.0,0.0,5.3
24,6.25383403373487,0.0,0.0,5.544444444444444
25,6.1879561221960815,0.0,0.0,5.033333333333333
26,6.111918041922829,0.0,0.0,5.7
27,6.0434470494588215,0.0,0.0,5.911111111111111
28,5.975433508555095,0.0,0.0,6.655555555555556
29,5.899774097673821,0.0,0.0,6.177777777777778
30,5.824178793936065,0.0,0.0,6.477777777777778
31,5.767686245658181,0.0,0.0,6.5
32,5.696989937984582,0.0,0.0,6.688888888888889
33,5.632630041873816,0.0,0.0,6.711111111111111
34,5.580903379844897,0.0,0.0,6.9
35,5.53680567596898,0.0,0.0,6.7
36,5.498230243451667,0.0,0.0,7.622222222222222
37,5.437774623524059,0.0,0.0,7.666666666666667
38,5.395297538872921,0.0,0.0,7.611111111111111
39,5.35192210746534,0.0,0.0,8.122222222222222
40,5.306672411253958,0.0,0.0,7.622222222222222
41,5.261815235831521,0.0,0.0,8.266666666666667
